CountryName,CountryCode,ENPOPDNST,ENPOPSLUMURZS,ENURBLCTYURZS,ENURBMCTY,ENURBMCTYTLZS,GBXPDRSDVGDZS,IPJRNARTCSC,NYGDPMKTPKN,NYGDPPCAPKN,NYGNPMKTPKN,NYGNPPCAPKN,SHMEDBEDSZS,SHMEDCMHWP3,SHMEDNUMWP3,SHXPDCHEXGDZS,SHXPDCHEXPCCD,SIDST10TH10,SIDST50MD,SIPOVGINI,SLUEMTOTLNEZS,SPRURTOTLZG,SPRURTOTLZS,SPURBGROW,SPURBTOTL,SPURBTOTLINZS
Germany,DEU,237.30759674834,0.00999999977648258,5.54186916592983,7944887,9.58303125347759,3.09415,104396.12,3222479450000,38869.1762174079,3312426949988.84,39954.1126092851,..,..,..,..,..,..,..,..,3.38350009918213,0.0759898177879571,22.688,0.366515155973305,64096118,77.312
Ghana,GHA,130.821429199262,30.3999996185303,18.3654162432694,5504107,18.4905668363887,..,1275.99,154547672700,5191.894110103,..,..,..,..,4.2001,..,..,..,..,..,..,0.71764061306543,43.94,3.36449369189313,16687441,56.06
Gibraltar,GIB,3371.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,-0.0296533525287643,33718,100
Greece,GRC,83.2651823118697,3,37.1894505281076,3155600,29.4012363128561,1.17732,10906.99,183056492300,17055.6698843796,182089868261.699,16965.6079570892,..,..,..,..,..,..,..,..,19.2915992736816,-1.78520501888517,20.942,0.220496953517559,8485202,79.058
Greenland,GRL,0.136491655500061,..,..,..,..,..,30,15537100000,277334.309123039,..,..,..,..,..,..,..,..,..,..,..,-2.09010824057939,13.184,0.0143933708494783,48637,86.816
Grenada,GRD,327.805882352941,6,..,..,..,..,46.17,2467760000,22141.5112961401,..,..,..,..,6.2837,..,..,..,..,..,..,0.351186849425991,63.728,0.822129986088672,40427,36.272
Guam,GUM,306.977777777778,..,..,..,..,..,..,5203000000,31387.2399980696,..,..,..,..,..,..,..,..,..,..,..,-0.645089208600075,5.22,0.986937432372511,157115,94.78
Guatemala,GTM,152.547125793206,31,34.1622560501293,2851104,17.4411985110372,..,99.89,494253422000,30235.2073016679,483805970276.965,29596.1002068866,..,..,0.0737,..,..,..,..,..,..,0.839175698960119,48.946,2.33564723328312,8345772,51.054
Guinea,GIN,50.5222122741332,50.0999984741211,41.0811684295341,1843121,14.8467358416306,..,27.84,63782389000000,5137808.53688459,59880034870352.3,4823465.52346672,..,..,..,..,..,..,..,..,..,2.29122216753871,63.86,3.79794652024178,4486535,36.14
Guinea-Bissau,GNB,66.6539473684211,74.4000015258789,68.7091177556294,..,..,..,15.01,501140084800,267373.247847607,500331881381.82,266942.047112733,..,..,0.6851,..,..,..,..,..,..,1.76375269884414,56.64,3.45547607315278,812700,43.36
Guyana,GUY,3.95734823469647,31.1000003814697,..,..,..,..,13.7,470087500000,603446.837243454,458093062942.089,588049.692866903,..,..,1.0398,..,..,..,..,..,14.0190000534058,0.394134934763426,73.394,0.742878546557036,207262,26.606
Haiti,HTI,403.59854862119,65.9000015258789,42.8834760823847,2636763,23.7051270248713,..,29.18,16277000900,1463.34112667102,16403944669.9818,1474.75367376924,..,..,0.6798,..,..,..,..,..,..,-0.788559125460227,44.722,2.97438496504292,6148669,55.278
Heavily indebted poor countries (HIPC),HPC,44.8957816454125,58.4794797501346,32.1849699778551,..,14.1460676232578,..,8868.9156894577,..,..,..,..,..,..,0.832453616914615,..,..,..,..,..,..,2.04326983236143,63.9915347372492,4.12525150962479,280950435,36.0084652627508
High income,HIC,34.7828915938853,..,19.3963866707588,..,..,2.58993422834337,1450445.77223241,..,..,..,..,..,..,10.9064394640709,..,..,..,..,..,5.13542228407632,-0.499888378598897,19.1400522861518,0.674613470412027,994964231,80.8599477138482
Honduras,HND,85.6870319063366,38.5999984741211,24.8998555376855,1363041,14.2168226576168,..,45.1,214715900000,22395.3488711682,198956439228.655,20751.601845467,..,..,0.7357,..,..,39.1,25,52.1,5.64830017089844,0.18870673391594,42.904,2.79258669978111,5474092,57.096
"Hong Kong SAR, China",HKG,7096.19047619048,..,99.7032210441551,7428887,99.7032210441551,0.86096,..,2735484000000,367129.781237418,2865926990193.9,384636.557535083,..,..,..,..,..,..,..,..,..,..,0,0.799050247136158,7451000,100
Hungary,HUN,107.981486799956,13.6000003814697,25.2258972556557,1759497,17.9989308033787,1.55484,6700.92,38976483161400,3987133.95579017,37435880745355.1,3829536.66359865,..,..,6.9157,..,..,..,..,..,3.70849990844727,-1.1305200093789,28.649,0.279085901553299,6974963,71.351
IBRD only,IBD,67.3180797474796,25.5767935166854,12.530733278048,..,23.4448195343421,1.5500975041826,1134258.57396341,..,..,..,..,..,..,3.00194359582569,..,..,..,..,..,5.33716645500388,-0.482330134332273,44.9849410490678,1.99864559732754,2628204097,55.0150589509323
IDA & IBRD total,IBT,68.6892101718745,30.9928609321969,15.234865197398,..,21.2954613041183,1.54579776689226,1169198.15117054,..,..,..,..,..,..,2.53690904749929,..,..,..,..,..,5.30269694997034,0.145549870152095,49.5769027341624,2.30223357733861,3231580666,50.4230972658376
IDA blend,IDB,125.673773106878,46.7746412049201,18.867095325621,..,..,..,21699.2,..,..,..,..,..,..,1.61845773899879,..,..,..,..,..,..,1.45599027264642,57.7716484783447,3.43456487179279,231882302,42.2283515216553
IDA only,IDX,60.2598970012306,56.6790292123306,32.2487079943393,..,13.1548896706187,..,13241.1487923632,..,..,..,..,..,..,0.912777737516846,..,..,..,..,..,..,1.49601924398064,65.68401692391,3.77836080792603,371494267,34.31598307609
IDA total,IDA,73.040031848536,52.8754888151784,27.0953940162008,..,14.7269395537701,..,34939.9787094466,..,..,..,..,..,..,1.14449620906456,..,..,..,..,..,..,1.48366694005564,63.0212459785297,3.64596732175471,603376569,36.9787540214703
Iceland,ISL,3.51841396508728,..,..,..,..,2.02994,680.89,2654702877600,7526353.34329399,..,..,..,..,16.2132,..,..,..,..,..,2.7039999961853,2.03214806602448,6.187,2.72089370362867,330898,93.813
India,IND,454.938072575247,35.2000007629395,6.19464475222521,208777575,15.4350806157941,0.64998,135787.79,139814256807717,103365.714687722,138322634631769,102262.947374994,..,..,1.7271,..,..,..,..,..,5.32969999313354,0.38762705356096,65.97,2.30896547809895,460295677,34.03
Indonesia,IDN,147.75219008926,30.6000003814697,7.10196276396912,35822488,13.3834074123722,0.22634,26947.57,1.04253973E+16,38949650.7059322,1.01325797632871E+16,37855674.0979098,..,..,2.4149,..,..,29.3,..,37.8,4.40299987792969,-0.345993587577929,44.675,2.34486951482515,148084795,55.325
"Iran, Islamic Rep.",IRN,50.222420123284,25.2999992370605,14.5200207649286,21258844,25.9887213818331,..,48305.64,..,..,..,..,..,..,..,..,..,..,..,..,12.0600004196167,-0.601435975212651,25.102,2.06166855372816,61266765,74.898
Iraq,IRQ,88.5305700354617,45.7000007629395,25.1499973546547,9638173,25.0774660713542,0.04306,6073.39,201665434000000,5247112.78672828,..,..,..,..,2.0448,..,..,..,..,..,..,1.66021819660568,29.527,2.59555117050786,27085311,70.473
Ireland,IRL,70.6534475250399,..,39.0747797172002,1201426,24.6835422232705,1.14647,7174.11,318772147200,65492.387837568,252478535825.715,51872.2301625198,..,..,..,..,..,..,..,..,5.74049997329712,0.635216255554204,36.83,1.5925156797727,3074684,63.17
Isle of Man,IMN,147.50350877193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.29896890634628,47.412,0.817554628660754,44214,52.588
Israel,ISR,410.480591497227,..,48.858904760037,5145820,57.930157157653,4.95278,12234.69,1297912110500,146115.201344171,1298588990110.96,146191.402498194,..,..,..,..,..,..,..,..,3.99799990653992,0.850982671095507,7.58199999999999,2.01538441058595,8209306,92.418
Italy,ITA,205.418372203713,..,9.89126402356548,11325548,18.7441544238367,1.39909,71240.28,1718338300000,28439.0640060799,1737055299939.85,28748.8365108836,..,..,5.7401,..,..,..,..,..,10.6099996566772,-1.17966998936664,29.562,0.228197851468404,42559879,70.438
Jamaica,JAM,270.993074792244,57.0999984741211,36.0526723261591,..,..,..,163.85,892472000000,304094.069383326,852710249748.678,290545.955336355,..,..,0.8068,..,..,..,..,..,9.10369968414307,-0.187309476643299,44.326,1.01130784740472,1633951,55.674
Japan,JPN,347.073458415624,..,32.3223008102939,81773280,64.6280420867611,3.26451,98792.5,547437340544500,4326572.62672776,567327691625206,4483772.44147952,..,..,12.1531,..,..,..,..,..,2.40000009536743,-1.16415937815414,8.384,-0.114218709913591,115920900,91.616
Jordan,JOR,112.14249831043,23.3999996185303,22.7932168226138,2064582,20.7370401659862,..,2627.29,28969800000,2909.77983049637,28830250555.1348,2895.7632283788,..,..,2.8212,..,..,..,..,..,..,-0.747092075585959,9.021,2.04748515667235,9057879,90.979
Kazakhstan,KAZ,6.76982572137645,..,17.4260191763813,2897118,15.8516030846937,0.12286,2367.46,14148293686400,774124.960883508,11906790640007.6,651480.951890627,..,..,..,..,..,..,..,..,4.84999990463257,1.09889721047574,42.572,1.47511306482708,10495828,57.428
Kenya,KEN,90.2994166637383,46.5,31.5721355695063,5599781,10.8959973350461,..,1246.76,4792173500000,93245.6281505987,4714362868235.33,91731.5967333949,..,..,1.1656,..,..,..,..,..,..,1.66663703834948,72.97,4.05252270231374,13891531,27.03
Kiribati,KIR,143.020987654321,..,..,..,..,..,0.62,192670000,1663.14190268199,371181702.043298,3204.06831461581,..,..,3.8342,..,..,..,..,..,..,-0.245827162894183,45.943,2.94934929072126,62623,54.057
"Korea, Dem. Peopleâ€™s Rep.",PRK,212.190175234615,..,19.2086389435097,3037862,11.8899550716974,..,87.42,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.108234007909721,38.101,0.82779442511481,15815082,61.899
"Korea, Rep.",KOR,529.358501289308,..,23.70102873224,25893097,50.1739708537079,4.81009,66376.17,1.8077359E+15,35029138.599296,1.81246878669094E+15,35120849.4204794,..,..,7.3009,..,..,..,..,..,3.82399988174438,0.712926785813866,18.541,0.421334442612677,42038247,81.459
Kosovo,XKX,..,..,..,..,..,..,278.43,5472944562.84731,3045.45670507923,5578205624.15948,3104.02992855623,..,..,..,..,..,..,..,..,29.4200000762939,..,..,..,..,..
Kuwait,KWT,232.172390572391,..,72.2515004911401,2989270,72.2515004911401,0.06192,1003.84,39262900000,9489.95386376469,44735040111.9237,10812.5855898525,..,..,7.4145,..,..,..,..,..,..,..,0,1.98246273293475,4137312,100
Kyrgyz Republic,KGZ,32.9655891553702,9.69999980926514,43.3483539208345,..,..,..,137.06,317031342211.006,50140.9727037082,306579021509.038,48487.8568844559,..,..,..,..,..,23.6,3.8,27.7,4.53709983825684,1.65154697537392,63.649,2.58628057143274,2298401,36.351
Lao PDR,LAO,30.5957842287695,21.1000003814697,26.8934100921996,..,..,..,86.91,123696000000000,17516940.7889846,..,..,..,..,0.9522,..,..,..,..,..,..,0.574254294072397,64.996,3.38167367903949,2471810,35.004
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,51.3900278827792,22.0583277111311,10.3469756240378,..,27.9135077339825,1.85103437309155,821699.001845436,..,..,..,..,..,..,4.00824211236685,..,..,..,..,..,4.71548202852339,-1.70819582569894,37.5477113390043,1.94334722035883,1428804558,62.4522886609957
Latin America & Caribbean,LCN,31.9606855829336,20.7561105913984,23.2252197237137,..,38.0797817831806,..,108227.614330182,..,..,..,..,..,..,5.06103799478191,..,..,..,..,..,8.03648292400964,-0.314099731858747,19.3752081652397,1.23516770453622,516335312,80.6247918347603
Latin America & Caribbean (excluding high income),LAC,31.9740951252252,21.1724569912153,21.7701525482386,..,37.8470797353673,..,99168.16,..,..,..,..,..,..,4.8414944191284,..,..,..,..,..,8.08760958931593,-0.34509257947667,19.554898913075,1.26232579661634,489197179,80.445101086925
Latin America & the Caribbean (IDA & IBRD countries),TLA,31.3689062356742,21.0032463046219,22.8536503860314,..,38.2323356085424,..,106588.64,..,..,..,..,..,..,5.01687810063641,..,..,..,..,..,8.14703120651069,-0.310275422575927,19.3559763176268,1.28933550571386,503758100,80.6440236823732
Latvia,LVA,30.9934705693149,..,48.5136858777885,..,..,0.63068,1417.73,26906242000,13961.501141049,26425538517.4413,13712.0667451103,..,..,..,..,..,..,..,..,7.41230010986328,-0.989293510684483,31.858,-0.680734206500191,1313215,68.142
Least developed countries: UN classification,LDC,56.8413289019083,58.8844629542078,33.3342672035106,..,12.8459230061536,..,10876.0322194657,..,..,..,..,..,..,0.72423436232138,..,..,..,..,..,..,1.55551542792342,66.431939917901,3.99627344894107,338924137,33.568060082099
Lebanon,LBN,669.494134897361,61.0999984741211,39.311165343918,2385271,34.8269399942327,..,1776.31,64161720848300,9368144.75969587,63754377321100.5,9308669.21759261,..,..,1.6735,..,..,..,..,..,..,-0.885024117426233,11.407,0.727747260731819,6067668,88.593
Lesotho,LSO,69.437812911726,53.5999984741211,..,..,..,..,18.54,23554232441.3657,11173.0349149701,26958024387.5121,12787.6358726646,..,..,3.2567,..,..,..,..,..,..,0.209312876786566,71.847,2.31004152441553,593502,28.153
Liberia,LBR,50.0309073920266,70.3000030517578,57.5385757549326,1418300,29.4315577766817,..,25.39,1436000000,297.988556492384,1313119326.03154,272.489228737041,..,..,0.5321,..,..,..,..,..,..,1.52743735998093,48.849,3.34403640334755,2464955,51.151
Libya,LBY,3.79563238119054,..,21.6414632240592,1157746,17.3352457196282,..,161.9,34178209800,5117.59630471627,..,..,..,..,..,..,..,..,..,..,..,0.0536677557367078,19.898,1.83231214599096,5349666,80.102
Liechtenstein,LIE,236.9375,..,..,..,..,..,30.4,..,..,..,..,..,..,..,..,..,..,..,..,..,0.262091018474692,85.662,0.460957762829909,5436,14.338
Lithuania,LTU,44.7230757742448,..,28.2721079968102,..,..,0.94496,2267.3,41355854400,14761.813186519,40019189088.0921,14284.6956438263,..,..,9.8472,..,..,..,..,..,6.14709997177124,-1.4571605741724,32.321,-0.713094844211595,1896056,67.679
Low & middle income,LMY,69.1712662558264,31.3623310940261,15.094897389918,..,21.3175857333484,1.56817158119884,1111823.75476107,..,..,..,..,..,..,2.47621607119465,..,..,..,..,..,5.31034570484874,0.147729448627331,49.6807116707742,2.32512073031262,3200115574,50.3192883292259
Low income,LIC,52.0668028036382,66.2333259613914,31.6556284515171,..,12.2796793990821,..,5307.82,..,..,..,..,..,..,0.91258403091828,..,..,..,..,..,..,1.99334624218217,67.1055821151392,3.87309359427974,214250417,32.8944178848608
Lower middle income,LMC,131.060701635225,36.9843528703459,17.2333975658509,..,16.2225905633093,..,213355.474790202,..,..,..,..,..,..,1.79275311419672,..,..,..,..,..,5.06531059975511,0.673799320006751,60.789951051233,2.66579359200973,1126268569,39.210048948767
Luxembourg,LUX,250.185185185185,..,..,..,..,1.23562,869.1,57152595000,94008.7095978288,36237654128.7822,59606.3066515046,..,..,..,..,..,..,..,..,5.58540010452271,-0.848101406857531,9.01900000000001,2.20836515702366,553119,90.981
"Macao SAR, China",MAC,20777.5002607232,..,100,..,..,0.20351,..,429497000000,679975.49221387,391948937953.551,620529.76390445,..,..,..,..,..,..,..,..,1.79999995231628,..,0,1.44331136552005,631636,100
Madagascar,MDG,45.1398556204881,61.2000007629395,31.3127141278542,3058387,11.6455111740114,..,127.41,21234800737900,808563.825543074,20626822734883.1,785413.666234634,..,..,0.146,..,..,..,..,..,..,1.61011591685124,62.809,4.48480404056497,9767237,37.191
Malawi,MWI,192.440761561307,65.0999984741211,33.5067181744607,1029639,5.675032374183,..,231.21,1406409357127.81,77516.6697556544,1365687516331.31,75272.2154871536,..,..,0.4386,..,..,..,..,..,..,2.37380610080348,83.063,3.96730609077091,3072933,16.937
Malaysia,MYS,95.9628214883579,..,31.5516970601393,7563912,23.9906484861277,..,23661.33,1361533000000,43184.0820005084,1312982592322.77,41644.1966019969,..,..,..,..,..,..,..,..,3.29999995231628,-1.07563023291714,23.964,2.13016306751883,23973075,76.036
Maldives,MDV,1718.98666666667,30.1000003814697,..,..,..,..,7.44,71025890100,137728.216042009,..,..,..,..,6.4282,..,..,..,..,..,..,3.10464356286811,60.192,4.89404521465671,205288,39.808
Mali,MLI,15.635015858186,47.2000007629395,30.2795009149134,2446749,12.8251848101107,..,90.37,5172484738100,271127.413124964,5028743673920.4,263592.902176333,..,..,0.3585,..,..,..,..,..,1.61989998817444,1.65700679116955,57.644,4.87623694042438,8080546,42.356
Malta,MLT,1514.46875,..,..,..,..,0.57462,422.02,10512836266,21692.4999814291,9606382970.45294,19822.0972091141,..,..,9.4833,..,..,..,..,..,3.65820002555847,2.27366147309671,5.38800000000001,3.56178437178253,458518,94.612
Marshall Islands,MHL,324.516666666667,..,..,..,..,..,2.31,201651800,3452.17331758341,261201118.021884,4471.6264876292,..,..,3.339,..,..,..,..,..,..,-1.10441029155532,22.969,1.12641992007965,44996,77.031
Mauritania,MRT,4.27216357815077,73.1999969482422,51.004485583805,1205414,27.375123174133,0.01419,20.32,225063475300,51112.2349527709,223881541653.157,50843.8161425863,..,..,0.9252,..,..,..,..,..,..,0.966582302717727,46.328,4.37299545808061,2363349,53.672
Mauritius,MUS,623.30197044335,..,..,..,..,0.34597,126.94,358261551200,283142.892413912,387778079608.732,306470.528884174,..,..,..,..,..,..,..,..,6.42649984359741,0.135712779966171,59.207,-0.0631393851909479,516155,40.793
Mexico,MEX,64.9146264050001,16,21.3355771014877,51371061,40.7090420895066,0.31223,16345.64,18551620000000,147012.474476346,18072228414331.9,143213.531675005,..,..,2.3961,..,..,36.4,15.3,45.4,3.28290009498596,-0.319436704089815,19.844,1.48761995074654,101149488,80.156
"Micronesia, Fed. Sts.",FSM,160.914285714286,..,..,..,..,..,4.37,251081200,2229.05894886364,..,..,..,..,2.0426,..,..,..,..,..,..,0.931194599106093,77.297,1.47327962209575,25573,22.703
Middle East & North Africa,MEA,39.9977120870057,24.0697208815784,25.8665513329474,..,25.9764785027807,..,119302.31,..,..,..,..,..,..,2.54293627373124,..,..,..,..,..,..,0.805616729332527,34.6280140445934,2.2349599951105,293463318,65.3719859554066
Middle East & North Africa (IDA & IBRD countries),TMN,43.8129297485221,25.2023228264901,23.9811704317,..,21.8959781901153,..,88542.52,..,..,..,..,..,..,2.00868081163002,..,..,..,..,..,..,0.841896960050789,38.5854570017155,2.20688628446415,232348184,61.4145429982845
Middle East & North Africa (excluding high income),MNA,44.3111694561864,25.2023228264901,23.9129400407584,..,21.8959781901153,..,88918.47,..,..,..,..,..,..,2.00868081163002,..,..,..,..,..,..,0.846129206540809,38.4094524824717,2.21748638385668,235828183,61.5905475175283
Middle income,MIC,71.8641486028969,28.8913688408416,13.9117161679637,..,22.2972934608409,1.56896200529394,1106516.9899547,..,..,..,..,..,..,2.65254483662818,..,..,..,..,..,5.30607037067736,-0.142373906192233,47.6924991225263,2.21581828659664,2985865157,52.3075008774737
Moldova,MDA,94.2644302783293,59.2000007629395,44.1854880795311,..,..,0.25498,210.37,118068029052.948,43631.1497141951,124074618491.892,45850.8395420378,..,..,..,..,..,22,3.8,25.7,4.11269998550415,-1.92393368114214,57.371,-1.62947620514833,1153562,42.629
Monaco,MCO,..,..,..,..,..,..,45.12,5720647200,147889.126725609,..,..,..,..,..,..,..,..,..,..,..,..,0,0.752527100059372,38682,100
Mongolia,MNG,2.04060866654651,38.2999992370605,70.0685162884606,1520381,47.9583989441702,0.10293,140.85,18115852233913.2,5714404.93302433,16195890579063.7,5108778.53410997,..,..,3.8938,..,..,25.7,9.9,32.7,5.37659978866577,1.5364964961763,31.555,1.91587989993137,2169849,68.445
Montenegro,MNE,46.2622304832714,27.1000003814697,..,..,..,0.36763,249.51,2980807469.77335,4790.54664900969,3021621610.07534,4856.14029940092,..,..,5.2294,..,..,..,..,..,15.1749000549316,-1.03099656786116,33.187,0.480793341517984,415729,66.813
Morocco,MAR,80.7285189334528,9.19999980926514,16.3704746014871,7829698,21.7315718183433,..,5056.77,979508000000,26765.0439085225,958481427564.54,26190.4930784315,..,..,..,..,..,..,..,..,..,-0.190292414707137,37.547,2.12728534350062,22501278,62.453
Mozambique,MOZ,37.508535313716,77.1999969482422,15.4064147107958,2737163,9.27978887415166,..,139.25,660376044700,22388.693228585,646509574303.305,21918.5790347609,..,..,0.6847,..,..,..,..,..,..,2.08424668664389,64.012,4.40559134724532,10615007,35.988
Myanmar,MMR,82.2386154835549,56.0999984741211,31.4029539397534,6531522,12.1610820803712,..,230.65,89147341400000,1659839.98218528,86054308832386,1602250.61337964,..,..,0.9993,..,..,..,..,..,0.865899980068207,0.238960962959708,69.421,1.45248102186842,16423490,30.579
Namibia,NAM,2.97374558175127,42.2999992370605,33.0048468827531,..,..,..,156.31,145436582200,59404.1806102714,140690273192.103,57465.5308340441,..,..,1.954,..,..,..,..,..,19.8770008087158,-0.152171660667903,49.968,3.95629680059715,1224911,50.032
Nauru,NRU,635.2,..,..,..,..,..,0,87000000,6848.23677581864,..,..,..,..,7.6636,..,..,..,..,..,..,..,0,-1.34482089317818,12704,100
Nepal,NPL,195.939107080572,49.2999992370605,23.9827030021935,1329732,4.73418579856052,..,792.11,887816657493.879,31608.5422598914,895104785423.503,31868.0182425896,..,..,3.1084,..,..,..,..,..,..,1.15187900099682,80.26,3.72181839256581,5544546,19.74
Netherlands,NLD,511.475927574948,..,7.17839968289677,2139470,12.4159510444285,2.16374,30457.33,744505272100,43205.7519418947,751878778247.516,43633.6574107882,..,..,..,..,..,..,..,..,3.83049988746643,-4.15513738307559,8.51000000000001,1.03637503912155,15765213,91.49
New Caledonia,NCL,15.5393873085339,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.130801326662067,29.317,1.92038485260425,200782,70.683
